name,affiliation,homepage,scholarid
Mikolás Janota,Universidade de Lisboa,https://ciencias.ulisboa.pt/pt/perfil/mjanota,SFg4raQAAAAJ
Moisés Piedade,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist11049,NOSCHOLARPAGE
Moisés Simões Piedade,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist11049,NOSCHOLARPAGE
Mário J. Silva,Universidade de Lisboa,http://lisboa.academia.edu/M%C3%A1rioJSilva,OVQ9WIAAAAAJ
Mário Rui Gomes,Universidade de Lisboa,https://pt-pt.facebook.com/public/M%C3%A1rio-Rui-Gomes,SZ9r1FgAAAAJ
Mário Serafim Nunes,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist11453,NOSCHOLARPAGE
Mário Serafim dos Santos Nunes,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist11453,NOSCHOLARPAGE
Nuno Filipe Valentim Roma,Universidade de Lisboa,http://sips.inesc-id.pt/~nfvr,iDxEJwIAAAAJ
Nuno J. Mamede,Universidade de Lisboa,https://www.l2f.inesc-id.pt/wiki/index.php/Nuno_Mamede,7Kou6lkAAAAJ
Nuno Jardim Nunes,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist132720,hslIW4UAAAAJ
Nuno João Neves Mamede,Universidade de Lisboa,https://www.l2f.inesc-id.pt/wiki/index.php/Nuno_Mamede,7Kou6lkAAAAJ
Nuno Roma,Universidade de Lisboa,http://sips.inesc-id.pt/~nfvr,iDxEJwIAAAAJ
Nuno Santos 0001,Universidade de Lisboa,https://imm.medicina.ulisboa.pt/en/investigacao/labs/santos-nuno-c-lab,ZGgyTywAAAAJ
Paolo Romano 0002,Universidade de Lisboa,http://www.gsd.inesc-id.pt/~romanop,FH_Z5YgAAAAJ
Paulo Alexandre Crisóstomo Lopes,Universidade de Lisboa,https://sotis.tecnico.ulisboa.pt/researcher/ist23775,mAUdr6cAAAAJ
Paulo Carreira,Universidade de Lisboa,https://pt-pt.facebook.com/public/Paulo-Carreira/city/Lisboa-110432202311659,wqTn91IAAAAJ
Paulo F. Flores,Universidade de Lisboa,https://sotis.tecnico.ulisboa.pt/researcher/ist14070,yv4Nq3gAAAAJ
Paulo Ferreira,Universidade de Lisboa,http://www.gsd.inesc-id.pt/~pjpf,3PHaUacAAAAJ
Paulo Ferreira 0001,Universidade de Lisboa,http://www.gsd.inesc-id.pt/~pjpf,3PHaUacAAAAJ
Paulo J. F. Carreira,Universidade de Lisboa,https://pt-pt.facebook.com/public/Paulo-Carreira/city/Lisboa-110432202311659,wqTn91IAAAAJ
Paulo J. P. Ferreira,Universidade de Lisboa,http://www.gsd.inesc-id.pt/~pjpf,3PHaUacAAAAJ
Paulo Rogério Pereira,Universidade de Lisboa,http://mariel.inesc-id.pt/people/prbp.html,sdOt-CcAAAAJ
Pedro Alexandre Santos,Universidade de Lisboa,https://pt-br.facebook.com/public/Pedro-Alexandre-Santos,NOSCHOLARPAGE
Pedro M. S. Carvalho,Universidade de Lisboa,https://sotis.tecnico.ulisboa.pt/researcher/ist13407,q3Ao_30AAAAJ
Pedro T. Monteiro,Universidade de Lisboa,http://pedromonteiro.org,Xl4c8q0AAAAJ
Pedro Tiago Monteiro,Universidade de Lisboa,http://pedromonteiro.org,Xl4c8q0AAAAJ
Pedro Tomás,Universidade de Lisboa,https://sotis.tecnico.ulisboa.pt/researcher/ist146645,BQzcauwAAAAJ
Pável Calado,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist14497,7Udj_YAAAAAJ
Ricardo Chaves,Universidade de Lisboa,http://sips.inesc-id.pt/~rjfc/mypublications.php,fCwoC5gAAAAJ
Ricardo J. F. Lopes Pereira,Universidade de Lisboa,http://tagus.inesc-id.pt/~rpereira,25OSsS8AAAAJ
Rodrigo Rodrigues,Universidade de Lisboa,http://www.gsd.inesc-id.pt/~rodrigo,mxdX7FYAAAAJ
Rui Abreu,Universidade de Lisboa,https://pt-pt.facebook.com/public/Rui-Abreu/city/Lisboa-110432202311659,x25BFgEAAAAJ
Rui Filipe Lima Maranhão de Abreu,Universidade de Lisboa,https://pt-pt.facebook.com/public/Rui-Abreu/city/Lisboa-110432202311659,x25BFgEAAAAJ
Rui Prada,Universidade de Lisboa,http://gaips.inesc-id.pt/component/gaips/people/displayPerson/8/11,UvoCzwcAAAAJ
Sara C. Madeira,Universidade de Lisboa,https://ciencias.ulisboa.pt/pt/perfil/sacmadeira,rpaGL7AAAAAJ
Sara Cordeiro Madeira,Universidade de Lisboa,https://ciencias.ulisboa.pt/pt/perfil/sacmadeira,rpaGL7AAAAAJ
Sónia Ferreira Pinto,Universidade de Lisboa,https://sotis.tecnico.ulisboa.pt/keyword/0d0bf179-e55f-4b14-8c64-214087a98c3f,NOSCHOLARPAGE
Teresa Maria Sa Ferreira Vazão Vasques,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist12922,NOSCHOLARPAGE
Teresa Maria Vazão,Universidade de Lisboa,https://fenix.tecnico.ulisboa.pt/homepage/ist12922,NOSCHOLARPAGE
Teresa Mendes de Almeida,Universidade de Lisboa,https://sotis.tecnico.ulisboa.pt/researcher/ist13143,TWs2MCUAAAAJ
Tiago Guerreiro,Universidade de Lisboa,http://www.di.fc.ul.pt/~tjvg,mo6UPuIAAAAJ
Vasco M. Manquinho,Universidade de Lisboa,http://sat.inesc-id.pt/~vmm,vG7Gj6QAAAAJ
Alcione P. Oliveira,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=517,i1mML_MAAAAJ
Alcione de Paiva Oliveira,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=517,i1mML_MAAAAJ
André Gustavo dos Santos,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=556,NOSCHOLARPAGE
Carlos de Castro Goulart,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~goulart,Rp2pL9oAAAAJ
Giovanni Comarela,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~gcom,onfmt40AAAAJ
José Elias Claudio Arroyo,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~jarroyo,4Z4noW4AAAAJ
Jugurta Lisboa Filho,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~jugurta,gQN4nmkAAAAJ
Levi H. S. Lelis,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~lelis,eoXoLFgAAAAJ
Levi Lelis,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~lelis,eoXoLFgAAAAJ
Marcus V. A. Andrade,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~marcus,NOSCHOLARPAGE
Marcus Vinícius Alvim Andrade,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~marcus,NOSCHOLARPAGE
Mauro Nacif Rocha,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~nacif,NOSCHOLARPAGE
Ricardo dos Santos Ferreira,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=546,wjD-OY8AAAAJ
Sabrina de Azevedo Silveira,Universidade Federal de Viçosa,http://homepages.dcc.ufmg.br,~sabrinas/
Salles Viana Gomes Magalhães,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=548,9xmUqzUAAAAJ
Vitor Barbosa C. Souza,Universidade Federal de Viçosa,http://www2.dpi.ufv.br/?page_id=550,OdnhdbkAAAAJ
Vladimir Oliveira Di Iorio,Universidade Federal de Viçosa,http://www.dpi.ufv.br/~vladimir,NOSCHOLARPAGE
Antonio Carzaniga,Università della Svizzera italiana,http://www.inf.usi.ch/carzaniga,NOSCHOLARPAGE
Carlo A. Furia,Università della Svizzera italiana,http://bugcounting.net,pqbv1BAAAAAJ
Carlo Alberto Furia,Università della Svizzera italiana,http://bugcounting.net,pqbv1BAAAAAJ
Cesare Alippi,Università della Svizzera italiana,http://home.deib.polimi.it/alippi,SCZObbIAAAAJ
Cesare Pautasso,Università della Svizzera italiana,http://search.usi.ch/persone/ea9b8e9c9be1b5ed3f03aff779452080/Pautasso-Cesare,r7ISNNYAAAAJ
Evanthia Papadopoulou,Università della Svizzera italiana,http://search.usi.ch/people/8ad62e7fa5453718517c654c013c13cb/Papadopoulou-Evanthia,nkMN6x0AAAAJ
Fabio Crestani,Università della Svizzera italiana,http://search.usi.ch/people/4f0dd874bbd63c00938825fae1843200/crestani-fabio,EoGBsiMAAAAJ
Fernando Pedone,Università della Svizzera italiana,http://search.usi.ch/persone/c0c73c01f826ab0fdbef316b448f7d7c/Pedone-Fernando,BexX9vYAAAAJ
Gabriele Bavota,Università della Svizzera italiana,http://search.usi.ch/people/e63382729ce424274797f0c45f4bc7e8/Bavota-Gabriele,inc2FLEAAAAJ
Igor Pivkin,Università della Svizzera italiana,http://search.usi.ch/people/69388d464acadfb430a54e28f2c46a7c/Pivkin-Igor,WBeoafIAAAAJ
Igor V. Pivkin,Università della Svizzera italiana,http://search.usi.ch/people/69388d464acadfb430a54e28f2c46a7c/Pivkin-Igor,WBeoafIAAAAJ
Illia Horenko,Università della Svizzera italiana,http://search.usi.ch/persone/24aa5ca1ebaddc9caddd95eacc8249bf/Horenko-Illia,nkpzW44AAAAJ
Jürgen Schmidhuber,Università della Svizzera italiana,http://search.usi.ch/people/855dfcba3eaf6e94156db5ff991ba300/schmidhuber-juergen,gLnCTgIAAAAJ
Kai Hormann,Università della Svizzera italiana,http://www.inf.usi.ch/hormann,HECy9k0AAAAJ
Laura Pozzi,Università della Svizzera italiana,http://www.inf.usi.ch/faculty/pozzi,q59L86wAAAAJ
Marc Langheinrich,Università della Svizzera italiana,http://uc.inf.usi.ch/team/langheinrich,y6ztFvsAAAAJ
Matthias Hauswirth,Università della Svizzera italiana,http://search.usi.ch/persone/491c07f26f10e96f5f4ebad28f47ca1d/Hauswirth-Matthias,rIy8rOoAAAAJ
Mauro Pezzè,Università della Svizzera italiana,http://search.usi.ch/people/4fcdc3b7f6e5a58050ee5b3a2b530ad6/Pezze-Mauro,zhbGyEYAAAAJ
Mehdi Jazayeri,Università della Svizzera italiana,http://search.usi.ch/persone/414fbe48da94f28c810b0e4f1890647f/Jazayeri-Mehdi,cXcqHogAAAAJ
Michael Bronstein,Università della Svizzera italiana,http://www.inf.usi.ch/bronstein,UU3N6-UAAAAJ
Michele Lanza,Università della Svizzera italiana,http://search.usi.ch/persone/8b4717057b3c2d30a3b28425aa4e29d5/Lanza-Michele,hKMBth8AAAAJ
Michele Parrinello,Università della Svizzera italiana,http://search.usi.ch/people/3b1efdf234d1c4d61794f89ef66ac885/Parrinello-Michele,lnkt9rgAAAAJ
Natasha Sharygina,Università della Svizzera italiana,http://www.inf.usi.ch/faculty/sharygina,FfGdGrYAAAAJ
Nathaniel Nystrom,Università della Svizzera italiana,http://search.usi.ch/people/d666ae47e79dd3cbb2207e2607148c49/Nystrom-Nate,b4qip_0AAAAJ
Olaf Schenk,Università della Svizzera italiana,http://search.usi.ch/people/9a52a2fdb8d3d26ec16fb1569b590909/Schenk-Olaf,Ljs4_cIAAAAJ
Robert Soulé,Università della Svizzera italiana,http://www.inf.usi.ch/faculty/soule,di_T0vwAAAAJ
Rolf Krause,Università della Svizzera italiana,http://search.usi.ch/people/385ec98e41e4068a2f61ba6cdbf33c9d/Krause-Rolf,NOSCHOLARPAGE
Silvia Santini,Università della Svizzera italiana,https://tu-dresden.de/die_tu_dresden/fakultaeten/fakultaet_informatik/tei/es/mitarbeiter/silvia-santini,RjTLqRwAAAAJ
Stefan Wolf,Università della Svizzera italiana,http://search.usi.ch/people/eefbe656c9dfacf0e1a1e15bf8893bcb/Wolf-Stefan,5MM9_ucAAAAJ
Vittorio Limongelli,Università della Svizzera italiana,http://search.usi.ch/persone/cff80567d5ca6aab629d458d8a2a3be5/Limongelli-Vittorio,Kn4NCY4AAAAJ
Walter Binder,Università della Svizzera italiana,http://www.inf.usi.ch/faculty/binder,g0nBOnMAAAAJ
Alain Trémeau,Université Jean Monnet,http://www.create.uwe.ac.uk/membership/tremeau.htm,NOSCHOLARPAGE
Amaury Habrard,Université Jean Monnet,http://perso.univ-st-etienne.fr/habrarda,oPemAuMAAAAJ
Anne-Claire Legrand,Université Jean Monnet,http://univ-st-etienne.academia.edu/AnneclaireLegrand,NOSCHOLARPAGE
Baptiste Jeudy,Université Jean Monnet,http://perso.univ-st-etienne.fr/jeudbapt,NOSCHOLARPAGE
Catherine Combes,Université Jean Monnet,http://perso.univ-st-etienne.fr/combes,tZHqTKcAAAAJ
Christine Largeron,Université Jean Monnet,http://perso.univ-st-etienne.fr/largeron,YgSSCaIAAAAJ
Christine Largeron-Leténo,Université Jean Monnet,http://perso.univ-st-etienne.fr/largeron,YgSSCaIAAAAJ
Christophe Ducottet,Université Jean Monnet,http://webperso.univ-st-etienne.fr/~ducottet,oj8J16sAAAAJ
Christophe Gravier,Université Jean Monnet,http://satin-ppl.telecom-st-etienne.fr/cgravier,NOSCHOLARPAGE
Corinne Fournier,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr,H4BOYe8AAAAJ
Damien Muselet,Université Jean Monnet,http://perso.univ-st-etienne.fr/muda8804,TyNSxjQAAAAJ
Emilie Morvant,Université Jean Monnet,http://perso.univ-st-etienne.fr/me63854h,4dzYdBsAAAAJ
Eric Dinet,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr,NOSCHOLARPAGE
Fabien Momey,Université Jean Monnet,http://perso.univ-st-etienne.fr/frel9915,PEDfa4cAAAAJ
Fabrice Muhlenbach,Université Jean Monnet,http://perso.univ-st-etienne.fr/muhlfabr,NOSCHOLARPAGE
François Jacquenet,Université Jean Monnet,http://perso.univ-st-etienne.fr/jacquene,HPhooYQAAAAJ
Frédérique Laforest,Université Jean Monnet,http://satin-ppl.telecom-st-etienne.fr/flaforest,dlCqLHsAAAAJ
Hubert Konik,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/image-science-computer-vision/staff.html,NOSCHOLARPAGE
Jacques Fayolle,Université Jean Monnet,https://www.univ-st-etienne.fr/fr/tous-les-faits-marquants/annees-precedentes/annee-2011-2012/jacques-fayolle-elu-directeur-de-telecom-saint-etienne.html,C8efi9MAAAAJ
Julien Subercaze,Université Jean Monnet,http://satin-ppl.telecom-st-etienne.fr/jsubercaze,NOSCHOLARPAGE
Kamal Deep Singh,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/connected-intelligence/staff.html,mDLQC0EAAAAJ
Loïc Denis,Université Jean Monnet,http://perso.univ-st-etienne.fr/deniloic,QGsZcgIAAAAJ
Léonor Beccera-Bonache,Université Jean Monnet,http://perso.univ-st-etienne.fr/bele8436,NOSCHOLARPAGE
Marc Bernard,Université Jean Monnet,http://perso.univ-st-etienne.fr/mbernard,zO1nhO8AAAAJ
Marc Sebban,Université Jean Monnet,http://perso.univ-st-etienne.fr/sebbanma,EGZ3i1MAAAAJ
Mathias Géry,Université Jean Monnet,http://perso.univ-st-etienne.fr/gerymath,9z3AzvEAAAAJ
Mathieu Hébert,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/image-science-computer-vision/news-events/ph-d-defense/hdr-defense-of-mathieu-hebert.html,2imvBaEAAAAJ
Olivier Alata,Université Jean Monnet,http://perso.univ-st-etienne.fr/ao29170h,ClqgTp8AAAAJ
Philippe Ezequel,Université Jean Monnet,http://perso.univ-st-etienne.fr/ezequel,NOSCHOLARPAGE
Pierre Chavel,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr/en/the-lab/staff.html,Bz_uDOUAAAAJ
Pierre Maret,Université Jean Monnet,http://perso.univ-st-etienne.fr/mapi9921,kQTwSFcAAAAJ
Rémi Emonet,Université Jean Monnet,http://home.heeere.com,TOqZIGgAAAAJ
Thierry Fournel,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr/en/teams/image-science-computer-vision/seminars/by-lab-researchers/seminar-by-thierry-fournel.html,NOSCHOLARPAGE
Thierry Lépine,Université Jean Monnet,https://www.facebook.com/Universite.Jean.Monnet.Saint.Etienne/photos/a.270548162964178.88971.224373240915004/1063394287012891,NOSCHOLARPAGE
Virginie Fresse,Université Jean Monnet,https://laboratoirehubertcurien.univ-st-etienne.fr/en/the-lab/staff.html,NOSCHOLARPAGE
Élisa Fromont,Université Jean Monnet,http://perso.univ-st-etienne.fr/frel9915,NOSCHOLARPAGE
Bernard Fortz,Université libre de Bruxelles,http://homepages.ulb.ac.be/~bfortz,YaOdoooAAAAJ
Emmanuel Filiot,Université libre de Bruxelles,http://www.ulb.ac.be/di/ssd/filiot,EPCJ1lQAAAAJ
Gianluca Bontempi,Université libre de Bruxelles,http://www.ulb.ac.be/di/map/gbonte/Welcome.html,SX-QoHsAAAAJ
Gilles Geeraerts,Université libre de Bruxelles,http://www.ulb.ac.be/di/verif/ggeeraer,_v-lho8AAAAJ
Gwenaël Joret,Université libre de Bruxelles,http://www.ulb.ac.be/di/algo/gjoret,rEsm1asAAAAJ
Jean Cardinal,Université libre de Bruxelles,http://www.ulb.ac.be/di/algo/jcardin,RGGbPQEAAAAJ
Jean-François Raskin,Université libre de Bruxelles,http://www.ulb.ac.be/di/ssd/jfr,NOSCHOLARPAGE
John Iacono,Université libre de Bruxelles,http://johniacono.com,cF2lHxgAAAAJ
Joël Goossens,Université libre de Bruxelles,http://beams.ulb.ac.be/users/jo%C3%ABl-goossens,jTzDAsIAAAAJ
Maarten Jansen,Université libre de Bruxelles,http://homepages.ulb.ac.be/~majansen,ynC74rsAAAAJ
Martine Labbé,Université libre de Bruxelles,http://homepages.ulb.ac.be/~mlabbe,WS_O3bIAAAAJ
Matthieu Defrance,Université libre de Bruxelles,http://ibsquare.be/members/matthieu-defrance,jqT35NQAAAAJ
Olivier Markowitch,Université libre de Bruxelles,https://qualsec.ulb.ac.be/people/olivier-markowitch,wfBB0CAAAAAJ
Samuel Fiorini,Université libre de Bruxelles,http://homepages.ulb.ac.be/~sfiorini,Klc6YZcAAAAJ
Stefan Langerman,Université libre de Bruxelles,http://www.ulb.ac.be//di/algo/sl,aZVYm64AAAAJ
Thierry Massart,Université libre de Bruxelles,http://www.ulb.ac.be/di/verif/tmassart,ErCr960AAAAJ
Tom Lenaerts,Université libre de Bruxelles,http://www.ulb.ac.be/di/map/tlenaert/Home_Tom_Lenaerts/Welcome.html,xpVAdlAAAAAJ
Yves Roggeman,Université libre de Bruxelles,http://www.ulb.ac.be/di/scsi/yrogge,NOSCHOLARPAGE
Ahmet Erdem Sariyuce,University at Buffalo,http://sariyuce.com,sK4Ck6gAAAAJ
Aidong Zhang,University at Buffalo,https://www.cse.buffalo.edu/faculty/azhang,O8XxkE4AAAAJ
Atri Rudra,University at Buffalo,http://www.cse.buffalo.edu/faculty/atri,_e5H8IoAAAAJ
Barry Smith 0001,University at Buffalo,http://ontology.buffalo.edu/smith,icGNWj4AAAAJ
Bharat Jayaraman,University at Buffalo,https://www.cse.buffalo.edu/faculty/bharat,MwIL3roAAAAJ
Chang Wen Chen,University at Buffalo,https://www.cse.buffalo.edu/faculty/chencw,nSSqFUcAAAAJ
Chunming Qiao,University at Buffalo,http://www.cse.buffalo.edu/~qiao,uqLD3qYAAAAJ
Daniel Fischer,University at Buffalo,https://www.cse.buffalo.edu/people/?u=df33,6BL4WukAAAAJ
Dimitrios Koutsonikolas,University at Buffalo,http://www.cse.buffalo.edu/faculty/dimitrio,o3ol4ZcAAAAJ
Geoffrey Challen,University at Buffalo,https://blue.cse.buffalo.edu/people/gwa,lR34_8YAAAAJ
Geoffrey Werner Challen,University at Buffalo,https://blue.cse.buffalo.edu/people/gwa,lR34_8YAAAAJ
Hung Q. Ngo 0001,University at Buffalo,http://www.cse.buffalo.edu/~hungngo,srP2ANoAAAAJ
Hung Quang Ngo,University at Buffalo,http://www.cse.buffalo.edu/~hungngo,srP2ANoAAAAJ
Jan Chomicki,University at Buffalo,https://www.cse.buffalo.edu/~chomicki,twwFv3QAAAAJ
Jaroslaw Zola,University at Buffalo,http://www.cse.buffalo.edu/people/?u=jzola,bbfF1OwAAAAJ
Jing Gao,University at Buffalo,https://www.cse.buffalo.edu/~jing,jPBlSH4AAAAJ
Jinhui Xu,University at Buffalo,https://www.cse.buffalo.edu/~jinhui,NOSCHOLARPAGE
Karthik Dantu,University at Buffalo,http://www.cse.buffalo.edu/~kdantu,aOO2tOwAAAAJ
Kenneth W. Regan,University at Buffalo,http://www.cse.buffalo.edu/~regan,8nk9k5oAAAAJ
Kenneth Wingate Regan,University at Buffalo,http://www.cse.buffalo.edu/~regan,8nk9k5oAAAAJ
Kui Ren 0001,University at Buffalo,http://www.buffalo.edu/~kuiren,uuQA_rcAAAAJ
Lu Su,University at Buffalo,http://www.cse.buffalo.edu/people/?u=lusu,38RuCN4AAAAJ
Lukasz Ziarek,University at Buffalo,http://www.cse.buffalo.edu/people/?u=lziarek,Bi8bhC0AAAAJ
Marco Gaboardi,University at Buffalo,http://www.buffalo.edu/~gaboardi,5b8D1MgAAAAJ
Murat Demirbas,University at Buffalo,http://www.cse.buffalo.edu/~demirbas,plv0rRQAAAAJ
Nils Napp,University at Buffalo,https://www.cse.buffalo.edu/~nnapp,P-6kCNMAAAAJ
Oliver Kennedy,University at Buffalo,http://www.cse.buffalo.edu/people/?u=okennedy,9Q9tiCsAAAAJ
Ramalingam Sridhar,University at Buffalo,http://www.cse.buffalo.edu/~rsridhar,xKC_LZ8AAAAJ
Rohini K. Srihari,University at Buffalo,http://www.cse.buffalo.edu/people/?u=rohini,Uttu9kkAAAAJ
Russ Miller,University at Buffalo,https://www.cse.buffalo.edu/faculty/miller,t0-I5UwAAAAJ
Sargur N. Srihari,University at Buffalo,http://www.cedar.buffalo.edu/~srihari,tC7MXlwAAAAJ
Satish K. Tripathi,University at Buffalo,https://www.buffalo.edu/president/biography.html,sEWn3i8AAAAJ
Shambhu J. Upadhyaya,University at Buffalo,https://www.cse.buffalo.edu/~shambhu,9XFx3VMAAAAJ
Shambhu Upadhyaya,University at Buffalo,https://www.cse.buffalo.edu/~shambhu,9XFx3VMAAAAJ
Shi Li,University at Buffalo,https://www.cse.buffalo.edu/~shil,ltXx3FIAAAAJ
Steven Y. Ko,University at Buffalo,https://nsr.cse.buffalo.edu/?page_id=272,SsRxrX4AAAAJ
Tevfik Kosar,University at Buffalo,http://www.cse.buffalo.edu/faculty/tkosar,fUBhhRAAAAAJ
Varun Chandola,University at Buffalo,http://www.cse.buffalo.edu/~chandola,07Z4HAQAAAAJ
Venu Govindaraju,University at Buffalo,https://cubs.buffalo.edu/about-the-director,ruIgbscAAAAJ
Venugopal Govindaraju,University at Buffalo,https://cubs.buffalo.edu/about-the-director,ruIgbscAAAAJ
Vipin Chaudhary,University at Buffalo,https://www.cse.buffalo.edu/~vipin,vJbjqpIAAAAJ
Wen Dong 0001,University at Buffalo,https://www.cse.buffalo.edu/~wendong,UBrg28IAAAAJ
Wenyao Xu,University at Buffalo,https://www.cse.buffalo.edu/~wenyaoxu,dvvN6qsAAAAJ
Xin He,University at Buffalo,http://www.cse.buffalo.edu/~xinhe,wKhsdywAAAAJ
A. C. W. Finkelstein,University College London,http://www0.cs.ucl.ac.uk/staff/A.Finkelstein,n8xuCVkAAAAJ
Alexandra Silva,University College London,http://www.alexandrasilva.org,0sC488kAAAAJ
Ann Blandford,University College London,https://uclic.ucl.ac.uk/people/ann-blandford,NOSCHOLARPAGE
Ann E. Blandford,University College London,https://uclic.ucl.ac.uk/people/ann-blandford,NOSCHOLARPAGE
Anna L. Cox,University College London,https://uclic.ucl.ac.uk/people/anna-cox,NOSCHOLARPAGE
Anna Louise Cox,University College London,https://uclic.ucl.ac.uk/people/anna-cox,NOSCHOLARPAGE
Anthony Finkelstein,University College London,http://www0.cs.ucl.ac.uk/staff/A.Finkelstein,n8xuCVkAAAAJ
Anthony Hunter,University College London,http://www0.cs.ucl.ac.uk/staff/a.hunter,N7ETYzcAAAAJ
Anthony Steed,University College London,http://wp.cs.ucl.ac.uk/anthonysteed,mPvFg_8AAAAJ
Antoaneta Serguieva,University College London,http://www0.cs.ucl.ac.uk/people/A.Serguieva.html,hgThGaQAAAAJ
Bangti Jin,University College London,http://www0.cs.ucl.ac.uk/staff/B.Jin,8Axgx3wAAAAJ
Brad Karp,University College London,http://www0.cs.ucl.ac.uk/staff/B.Karp,KmXVOQkAAAAJ
Catherine Holloway,University College London,https://uclic.ucl.ac.uk/people/catherine-holloway,y6TvZdIAAAAJ
Catherine S. Holloway,University College London,https://uclic.ucl.ac.uk/people/catherine-holloway,y6TvZdIAAAAJ
Chris Clack,University College London,http://www0.cs.ucl.ac.uk/people/C.Clack.html,6zAjxsIAAAAJ
Chris Evans,University College London,https://uclic.ucl.ac.uk/people/chris-evans,EViLL-IAAAAJ
Christophe Dessimoz,University College London,http://lab.dessimoz.org/people/christophe-dessimoz,QInd7HoAAAAJ
Christopher D. Clack,University College London,http://www0.cs.ucl.ac.uk/people/C.Clack.html,6zAjxsIAAAAJ
Danail Stoyanov,University College London,http://www.surgicalvision.cs.ucl.ac.uk/people/DanailStoyanov,pGfEK6UAAAAJ
Daniel C. Alexander,University College London,http://cmic.cs.ucl.ac.uk/staff/daniel_alexander,mH-ZOQEAAAAJ
David Barber,University College London,http://www.cs.ucl.ac.uk/staff/D.Barber,Nej1FcgAAAAJ
David Clark,University College London,http://www0.cs.ucl.ac.uk/people/D.Clark.html,Vch_do8AAAAJ
David J. Hawkes,University College London,http://cmic.cs.ucl.ac.uk/staff/dave_hawkes,O42T24CT_GwC
David J. Pym,University College London,http://www0.cs.ucl.ac.uk/staff/D.Pym,NOSCHOLARPAGE
David Jones,University College London,http://www.cs.ucl.ac.uk/staff/D.Jones,yRb0DnQAAAAJ
Dean C. Barratt,University College London,http://cmic.cs.ucl.ac.uk/staff/dean_barratt,7OtfUxcAAAAJ
Dean Mohamedally,University College London,http://www0.cs.ucl.ac.uk/staff/D.Mohamedally,NOSCHOLARPAGE
Denise Gorse,University College London,http://www0.cs.ucl.ac.uk/people/D.Gorse.html,o15Wb9AAAAAJ
Donald Lawrence,University College London,http://www.cs.ucl.ac.uk/staff/donald_lawrence,xf3gE70AAAAJ
Duncan P. Brumby,University College London,https://uclic.ucl.ac.uk/people/duncan-brumby,C5eTGe8AAAAJ
Earl Barr,University College London,http://www0.cs.ucl.ac.uk/people/E.Barr.html,lSvqKPkAAAAJ
Earl T. Barr,University College London,http://earlbarr.com,lSvqKPkAAAAJ
Emiliano De Cristofaro,University College London,http://www.cs.ucl.ac.uk/people/E.DeCristofaro.html,1wfzUuEAAAAJ
Emine Yilmaz,University College London,https://emineyilmaz.cs.ucl.ac.uk,ocmAN4YAAAAJ
Emmanuel Letier,University College London,http://letier.cs.ucl.ac.uk,GVfkFgUAAAAJ
Fabio Caccioli,University College London,https://iris.ucl.ac.uk/iris/browse/profile?upi=FCACC19,QD_wxy0AAAAJ
Gabriel J. Brostow,University College London,http://www0.cs.ucl.ac.uk/staff/g.brostow,CZiTv0gAAAAJ
George Danezis,University College London,http://www0.cs.ucl.ac.uk/staff/G.Danezis,LCNVGpcAAAAJ
Ghita Kouadri Mostéfaoui,University College London,http://www0.cs.ucl.ac.uk/people/G.KouadriMostefaoui.html,mjvM1qMAAAAJ
Giacomo Livan,University College London,http://www0.cs.ucl.ac.uk/people/G.Livan.html,Ep3TFKsAAAAJ
Gianluca Stringhini,University College London,http://www0.cs.ucl.ac.uk/staff/G.Stringhini,fM-s2vQAAAAJ
Graham Knight,University College London,http://www.cs.ucl.ac.uk/staff/graham_knight,HdunwTkAAAAJ
